"id","co2","inoc","n.trt","rep","Vcmax","Jmax","Rd","tLeaf","vcmax25","jmax25","jmax25.vcmax25","tla","focal_biomass","leaf_biomass","chlor_biomass","stem_biomass","root_biomass","nodule_biomass","total_biomass","bvr"
"e_n_105_52","e","n","105","52",30.1330994870805,57.2009372643885,2.78160185538319,24.9969018408004,30.1411315956298,57.2112987127854,1.89811382931225,198.05,0.099,1.134,0.066,0.739,1.416,0.012,3.466,0.578
"e_n_140_53","e","n","140","53",48.1598926259648,88.7571028684529,3.57782230821021,24.993751996553,48.1857863444395,88.7895316173791,1.84264984248047,259.35,0.055,1.649,0.049,1.418,1.907,0,5.078,0.846
"e_n_140_54","e","n","140","54",56.6953689472696,106.526838735173,2.85311955692925,24.9979262836543,56.7054836034212,106.539753856548,1.87882629838149,156.35,0.092,0.975,0.123,0.925,1.631,0.014,3.76,0.627
"e_n_140_55","e","n","140","55",59.866275186781,113.012314538628,3.73181352271263,24.9889854337393,59.9230357698273,113.085124074292,1.88717281461953,289.37,0.078,1.809,0.062,1.196,1.843,0,4.988,0.831
"e_n_210_57","e","n","210","57",65.6439897935376,122.980251162862,3.38372610716159,24.9995433177832,65.6465686032758,122.98353440185,1.87341908371602,456.06,0.091,2.977,0.078,1.55,2.492,0.013,7.201,1.2
"e_n_210_58","e","n","210","58",58.2197003735985,111.502453065285,2.74847247383397,24.9903039034615,58.2682882894568,111.565686419585,1.91468961410647,579.7,0.105,3.878,0.087,2.246,3.923,0.017,10.256,1.709
"e_n_210_59","e","n","210","59",74.3341253114047,136.741614935159,4.23176336227258,25.0025719334042,74.3176825081892,136.721058680671,1.83968409759825,285.57,0.146,1.792,0.13,1.01,2.103,0.06,5.241,0.874
"e_n_210_60","e","n","210","60",43.0094654392315,80.060569615207,3.61985060774216,24.993967743744,43.031791166466,80.0888105668713,1.86115447198218,404.05,0.08,2.907,0.075,1.617,2.951,0.039,7.669,1.278
"e_y_280_26","e","y","280","26",70.8348576772529,134.632302623493,3.14931891932009,24.9980823460784,70.846543712803,134.647396682021,1.90054997217441,800.01,0.139,5.626,0.162,3.146,4.421,0.204,13.698,2.283
"e_n_280_61","e","n","280","61",58.1961788775595,109.152679331983,5.70140458389729,25.0110483736517,58.1409087710484,109.082222700618,1.8761698949387,680.14,0.185,5.556,0.154,3.347,6.366,0,15.608,2.601
"e_n_280_62","e","n","280","62",58.0529669762945,108.000966133942,2.94350792907811,24.9969312425,58.0682943669154,108.020343874204,1.86022932224696,624.95,0.128,4.617,0.096,2.474,4.033,0.037,11.385,1.898
"e_n_280_64","e","n","280","64",79.0203970372545,149.150673055893,3.82724678400181,25.001272238521,79.0117499272647,149.139581125677,1.88756205580777,490.28,0.142,3.72,0.141,1.624,3.036,0.055,8.718,1.453
"e_n_35_41","e","n","35","41",64.6035104139212,117.282615476607,2.43483024513101,25.0022200329351,64.5911750205014,117.267396526521,1.81553279514269,94.82,0.068,0.682,0.045,0.391,0.698,0.062,1.946,0.324
"e_n_35_42","e","n","35","42",38.072973198425,72.5007765340668,1.68064211926581,25.0075007721154,38.04841951322,72.4689990773175,1.90465201983325,110.49,0.055,0.638,0.031,0.313,1.074,0.061,2.172,0.362
"e_n_35_43","e","n","35","43",30.7956886355593,57.9536086676094,2.06241510909747,25.0007482468893,30.7937065959999,57.9510738262121,1.88191290468878,78.87,0.074,0.51,0.042,0.365,0.732,0.039,1.762,0.294
"e_n_35_44","e","n","35","44",38.9849358975377,71.1212418877479,2.88701675069888,24.9938951779201,39.0054160693332,71.1466314302812,1.82401929270069,88.88,0.032,0.614,0.022,0.257,0.671,0.04,1.636,0.273
"e_n_350_65","e","n","350","65",147.241833174309,-1160.84293595955,-232.949605043305,24.9965615941437,147.28539234829,NA,NA,657.69,0.158,4.593,0.119,2.42,4.294,0.011,11.595,1.933
"e_n_350_66","e","n","350","66",82.0443555397407,154.340353621038,5.07436223656337,24.9920296363396,82.1006338840759,154.412295691488,1.88076861756652,764.48,0.193,5.627,0.193,2.714,5.183,0.027,13.937,2.323
"e_n_350_67","e","n","350","67",93.2307487988988,170.995607856755,4.84504046161648,24.9952424865906,93.2689138924332,171.043176045813,1.83387121075599,846.32,0.165,6.419,0.156,3.267,3.938,0,13.945,2.324
"e_n_630_69","e","n","630","69",101.319362351804,182.066801577863,6.61537131651877,24.9934342900474,101.376609048074,182.136706145894,1.79663442934379,1035.3,0.303,9.359,0.314,3.898,6.668,0,20.542,3.424
"e_n_630_70","e","n","630","70",99.3972215173744,175.46017798148,5.65420403055893,24.990079789365,99.4820931591925,175.56198306491,1.76475964155653,762.99,0.141,5.81,0.159,2.803,3.804,0,12.717,2.12
"e_n_630_71","e","n","630","71",97.4576505452239,166.199827396946,5.72179609222136,24.9963478288056,97.4882747032172,166.235317559773,1.70518268033609,732.73,0.147,6.073,0.163,3.015,7.949,0,17.347,2.891
"e_n_630_72","e","n","630","72",96.2284877061363,160.690044175856,3.96874740949258,24.9826144000333,96.3725544415122,160.853507291842,1.66908004279852,797.09,0.216,6.091,0.185,3.17,4.397,0,14.059,2.343
"e_n_70_45","e","n","70","45",55.4689985148887,104.358177189009,4.0183851859009,24.9942060465812,55.4966539587963,104.393534309583,1.88107799052337,141.62,0.082,1.011,0.058,0.441,0.871,0.064,2.527,0.421
"e_n_70_46","e","n","70","46",39.9780359044144,76.0481817081659,1.77456082227168,25.0048674624528,39.9613022973157,76.0265484289476,1.90250427434279,80.75,0.073,0.52,0.059,0.25,0.835,0.027,1.764,0.294
"e_n_70_47","e","n","70","47",103.991732588416,185.0975855079,5.06322945847049,25.0073835125293,103.925715109239,185.017724099181,1.78028819820681,282.05,0.183,1.911,0.12,0.796,1.478,0.267,4.755,0.793
"e_n_70_48","e","n","70","48",51.9592466815759,95.2866748794582,3.80333407991441,24.9909158061161,51.9998717385149,95.3373003888816,1.83341414510197,102.88,0.061,0.746,0.059,0.39,0.714,0.075,2.045,0.341
"e_y_0_1","e","y","0","1",100.00831695982,175.447336017096,3.79640588088083,25.0210705676899,99.8272924566357,175.231471054972,1.75534632606701,227.03,0.183,1.763,0.134,0.582,1.308,0.319,4.289,0.715
"e_y_0_2","e","y","0","2",104.114608106185,191.371255654011,4.25310949117108,24.9995685272717,104.118472439384,191.376082711812,1.8380607996648,281.53,0.156,2.017,0.172,0.63,1.139,0.371,4.485,0.748
"e_y_0_3","e","y","0","3",129.326508886553,218.016937659679,6.60292514791346,25.014608638275,129.16414180706,217.83089719991,1.68646571836707,328.46,0.147,2.098,0.152,0.724,1.391,0.401,4.913,0.819
"e_y_0_4","e","y","0","4",94.4678078452878,172.733583553587,4.51129803866358,25.0133500162544,94.3594150195367,172.598875087682,1.82916431870573,241.05,0.113,1.707,0.096,0.783,1.201,0.332,4.232,0.705
"e_y_105_13","e","y","105","13",123.65530061509,218.633193905937,5.02252735615804,25.0038193244334,123.614684976588,218.584389660521,1.7682720277281,557.79,0.192,3.495,0.164,1.419,2.126,0.494,7.89,1.315
"e_y_105_14","e","y","105","14",54.2278535971313,96.9723983337752,-1.70198937712191,26.9768867967808,46.0915371371698,86.9235759587793,1.88589015159317,486.62,0.171,3.155,0.137,1.525,2.39,0.399,7.777,1.296
"e_y_105_15","e","y","105","15",92.4356437878482,177.048299249376,3.57618001558781,24.9939891532075,92.4834557243554,177.110530395024,1.91505095703709,507.54,0.165,2.966,0.143,1.48,2.442,0.345,7.541,1.257
"e_y_105_16","e","y","105","16",98.0049639398543,183.187491831862,3.11574904255448,24.9943613846,98.0525162514751,183.24789227619,1.86887495886607,408.37,0.191,2.469,0.178,0.985,1.553,0.43,5.806,0.968
"e_y_140_17","e","y","140","17",71.9565544537507,133.426284695176,2.65639479194705,25.0027292032425,71.9396644452663,133.405000500304,1.85440120591335,481.58,0.111,2.96,0.104,1.594,2.158,0.335,7.262,1.21
"e_y_140_18","e","y","140","18",100.406621890836,193.327731941422,6.12263076146972,24.9920903344451,100.474971068488,193.417160491434,1.92502827753583,433.51,0.165,2.697,0.136,1.229,1.833,0.351,6.411,1.069
"e_y_140_19","e","y","140","19",115.795951392168,209.62617118616,4.54999560434672,24.9932649646119,115.863065550306,209.708733597063,1.80997052512831,538.26,0.268,3.685,0.152,1.389,1.902,0.518,7.914,1.319
"e_y_140_20","e","y","140","20",96.9328444736193,176.86323043075,3.17371641634556,25.0110085039286,96.8411173403619,176.749479255965,1.82514911135064,650.3,0.19,4.124,0.18,1.893,2.678,0.548,9.613,1.602
"e_y_210_21","e","y","210","21",84.9704304693045,158.569968383633,4.28455593953414,24.9955826840794,85.0027261296928,158.610924921827,1.86595103643884,513.16,0.105,3.418,0.117,1.514,2.361,0.296,7.811,1.302
"e_y_210_22","e","y","210","22",77.0771418634194,145.251762397698,4.53412837956749,25.0066358057379,77.0331637395088,145.195436850079,1.88484322597815,553.93,0.148,3.702,0.141,2.369,4.414,0.257,11.031,1.839
"e_y_210_23","e","y","210","23",88.7876591005835,167.203091205978,3.6913007732115,24.9824608339241,88.9217613589874,167.374683540448,1.88226909794035,576.32,0.129,3.688,0.104,1.828,2.536,0.177,8.462,1.41
"e_y_210_24","e","y","210","24",70.2998731922567,131.860795145666,2.93170678043553,24.9806826819835,70.4168296602092,132.009850612796,1.87469176402571,728.24,0.153,4.77,0.118,2.587,3.64,0.278,11.546,1.924
"e_y_210_58","e","y","210","58",62.6590629645059,121.000481418885,2.90933516361585,24.9843705255747,62.7433869087181,121.111126559463,1.93026121996985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e_y_280_25","e","y","280","25",105.951598996067,191.290033961584,6.74178446249699,25.0137892638397,105.826033140075,191.135949210932,1.80613355277086,687.89,0.261,4.852,0.193,2.592,3.295,0.239,11.432,1.905
"e_y_280_27","e","y","280","27",101.150234631578,177.843268236131,6.12794213392422,25.0073192217832,101.086579905101,177.767204612774,1.75856384477208,872,0.232,6.573,0.173,3.553,5.527,0.439,16.497,2.75
"e_y_280_28","e","y","280","28",79.951971191176,152.492819275017,4.30389480631567,24.9877276931486,80.0364381342711,152.602290385199,1.90666019056458,649.08,0.22,4.406,0.198,2.009,3.488,0.231,10.552,1.759
"e_y_35_5","e","y","35","5",135.084959688125,242.592151794181,6.92818947538108,24.9972813511409,135.116555668299,242.630711592627,1.79571415503122,216.08,0.112,1.456,0.076,0.524,0.936,0.298,3.402,0.567
"e_y_35_6","e","y","35","6",74.5904015738638,141.247779300393,3.06264447162602,24.9929326105643,74.635767720441,141.306156768294,1.89327665654323,265.22,0.104,1.521,0.104,0.547,1.284,0.246,3.806,0.634
"e_y_35_7","e","y","35","7",95.9778904492731,173.349404073994,5.42124000918536,24.994659379693,96.0219972838029,173.403539189428,1.80587307173913,357.42,0.105,2.294,0.122,0.85,1.721,0.388,5.48,0.913
"e_y_35_8","e","y","35","8",94.6644810801494,172.630756412757,4.88391709628095,25.0047172149418,94.6260800997554,172.583163948084,1.82384352988252,225.9,0.118,1.488,0.137,0.549,0.993,0.3,3.585,0.598
"e_y_350_29","e","y","350","29",108.230810136211,184.299495184085,5.92445719441101,25.0016117864494,108.215805951077,184.282131685794,1.70291326730131,712.06,0.175,5.003,0.152,2.652,3.353,0.29,11.625,1.938
"e_y_350_30","e","y","350","30",89.534243056945,165.661023759165,3.33204060115505,25.0000738678846,89.5336741507821,165.660308412007,1.85025701204914,637.09,0.194,4.484,0.177,2.108,3.311,0.28,10.554,1.759
"e_y_350_31","e","y","350","31",109.015773338297,192.430166123801,6.31008212903473,24.9958956944366,109.054271359609,192.476345653438,1.7649592561005,694.58,0.249,5.235,0.224,3.468,3.648,0.177,13.001,2.167
"e_y_350_32","e","y","350","32",108.986125835789,190.616917280271,5.86328584998299,24.9993628202448,108.99209960337,190.624017643558,1.74897096520989,654.94,0.242,5.122,0.187,2.849,6.955,0.093,15.448,2.575
"e_n_350_68","e","n","350","68",99.1337827569273,184.371815691081,5.44018568264465,25.0008497803823,99.1265366773762,184.362657192293,1.85987187056007,822.88,0.241,6.24,0.2,2.87,7.848,0,17.399,2.9
"e_y_630_33","e","y","630","33",57.3682732132857,105.844184629491,3.81710793772821,24.9910049803325,57.4126868374538,105.899867025427,1.84453772953093,725.17,0.206,5.258,0.181,3.336,4.297,0.023,13.301,2.217
"e_y_630_34","e","y","630","34",123.636543399344,214.276733540881,6.96575061931019,24.9903935804724,123.738770805176,214.397126025633,1.73265925166814,834.18,0.148,6.758,0.144,2.951,4.213,0.047,14.261,2.377
"e_y_630_35","e","y","630","35",92.0665551142047,152.443126540094,4.21289286003075,24.9922475459292,92.1279807470331,152.5122407516,1.65543887443242,938.96,0.168,7.008,0.156,3.636,4.708,0.037,15.713,2.619
"e_y_630_36","e","y","630","36",104.677860145343,183.834819921583,4.54082964445183,24.9894419348188,104.772991564918,183.948346288602,1.75568477659269,1087.67,0.27,7.746,0.243,4.152,4.811,0.035,17.257,2.876
"e_y_70_10","e","y","70","10",84.3888955256057,154.652322035317,3.74652128929497,24.9997373425511,84.3908022151379,154.654696658686,1.83260133331146,189.68,0.111,1.264,0.094,0.517,1.152,0.245,3.383,0.564
"e_y_70_11","e","y","70","11",117.282714750992,216.776418296571,3.89934406569691,25.0119931982882,117.161810710007,216.624533433428,1.84893466668594,367.78,0.169,2.415,0.135,1.023,1.511,0.352,5.605,0.934
"e_y_70_12","e","y","70","12",93.8827458556369,174.384650806402,5.05104961252236,24.9982891027192,93.8965641373931,174.402093516951,1.85738525279539,384.51,0.172,2.605,0.163,1.066,1.823,0.382,6.211,1.035
"e_y_70_9","e","y","70","9",93.7627413068428,170.554786732581,4.3959086283284,25.0085274736981,93.694000172646,170.469803889618,1.81943137848209,439.19,0.124,3.088,0.116,1.137,1.857,0.481,6.803,1.134
"e_n_0_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.77,0.027,0.202,0.016,0.238,0.378,0.037,0.898,0.15
"e_n_0_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.021,0.106,0.015,0.133,0.407,0.005,0.687,0.115
"e_n_105_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.81,0.095,1.045,0.071,0.673,1.529,0,3.413,0.569
"e_n_140_56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.78,0.086,1.422,0.066,0.853,2.19,0,4.617,0.77
"e_n_280_63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.26,0.18,3.118,0.141,1.619,2.708,0.071,7.837,1.306
"a_y_280_97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.54,NA,NA,NA,NA,NA,NA,0,0
"a_n_280_136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.77,NA,NA,NA,NA,NA,NA,0,0
"a_n_350_139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.68,NA,NA,NA,NA,NA,NA,0,0
"a_n_350_140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.73,NA,NA,NA,NA,NA,NA,0,0
