id,type,sample.weight,n.retention.time,n.response,n.rb,n.weight.mg,n.weight.percent,n.peaktype,n.element.name,c.retention.time,c.response,c.rb,c.weight.mg,c.weight.percent,c.peak.type,c.element.name
bypass,bypass,0,1.952,151.23,A,0.097,16.369,Ordnr,Nitrogen,3.16,2167.249,A,0.497,83.631,Ordnr,Carbon
bypass,bypass,0,1.927,150.293,A,0.097,11.329,Ordnr,Nitrogen,3.116,3264.124,A,0.757,88.671,Ordnr,Carbon
blank,blank,0,,,,,,,,3.299,8.766,A,0.001,100,Ordnr,Carbon
blank,blank,0,,,,,,,,,,,,,,
std - 0.1,standard,0.116,1.905,16.724,A,0.011,9.555,Ordnr,Nitrogen,3.22,332.208,A,0.074,63.909,Ordnr,Carbon
std - 0.25,standard,0.218,1.911,36.385,A,0.024,10.905,Ordnr,Nitrogen,3.201,706.93,A,0.159,73.124,Ordnr,Carbon
std - 0.5,standard,0.482,1.904,74.733,A,0.048,10.05,Ordnr,Nitrogen,3.165,1507.531,A,0.344,71.27,Ordnr,Carbon
std - 1.0,standard,0.915,1.905,145.8,A,0.094,10.26,Ordnr,Nitrogen,3.112,2822.108,A,0.652,71.232,Ordnr,Carbon
std - 1.5,standard,1.545,1.905,251.269,A,0.161,10.398,Ordnr,Nitrogen,3.039,4668.756,A,1.098,71.083,Ordnr,Carbon
std - 2.0,standard,1.947,1.907,317.752,A,0.202,10.392,Ordnr,Nitrogen,3.004,5809.546,A,1.383,71.011,Ordnr,Carbon
std - 3.0,standard,3.239,1.907,532.959,A,0.335,10.352,Ordnr,Nitrogen,2.916,9313.848,A,2.303,71.105,Ordnr,Carbon
QC,quality_control,0.751,1.893,121.201,A,0.078,10.411,Ordnr,Nitrogen,3.116,2353.294,A,0.541,72.033,Ordnr,Carbon
a_n_280_135_ts,unknown,2.285,1.915,49.606,A,0.032,1.413,Ordnr,Nitrogen,3.064,3918.737,A,0.915,40.04,Ordnr,Carbon
a_n_105_124_ts,unknown,1.487,1.909,18.73,A,0.012,0.833,Ordnr,Nitrogen,3.129,2425.573,A,0.558,37.524,Ordnr,Carbon
a_n_140_127_ts,unknown,1.938,1.912,26.086,A,0.017,0.884,Ordnr,Nitrogen,3.088,3321.393,A,0.771,39.777,Ordnr,Carbon
a_y_280_97_ts,unknown,2.984,1.921,72.641,A,0.047,1.578,Ordnr,Nitrogen,3.035,4993.354,A,1.178,39.492,Ordnr,Carbon
a_y_630_107_ts,unknown,1.893,1.912,67.251,A,0.044,2.305,Ordnr,Nitrogen,3.101,3272.414,A,0.759,40.103,Ordnr,Carbon
a_y_105_87_ts,unknown,2.963,1.925,73.338,A,0.048,1.605,Ordnr,Nitrogen,3.04,4998.598,A,1.18,39.816,Ordnr,Carbon
a_n_630_143_ts,unknown,2.269,1.921,83.631,A,0.054,2.386,Ordnr,Nitrogen,3.083,3940.844,A,0.92,40.559,Ordnr,Carbon
a_y_350_104_ts,unknown,1.807,1.915,39.465,A,0.026,1.425,Ordnr,Nitrogen,3.105,3169.518,A,0.735,40.649,Ordnr,Carbon
a_n_210_129_ts,unknown,3.483,1.931,82.309,A,0.053,1.53,Ordnr,Nitrogen,3.015,5800.748,A,1.38,39.631,Ordnr,Carbon
a_y_105_86_ts,unknown,2.65,1.912,68.665,A,0.045,1.681,Ordnr,Nitrogen,3.047,4464.794,A,1.048,39.551,Ordnr,Carbon
a_y_140_91_ts,unknown,2.642,1.919,68.24,A,0.044,1.676,Ordnr,Nitrogen,3.047,4489.418,A,1.054,39.899,Ordnr,Carbon
QC,quality_control,1.31,1.896,212.408,A,0.136,10.392,Ordnr,Nitrogen,3.053,3998.798,A,0.934,71.324,Ordnr,Carbon
a_n_280_133_ts,unknown,1.617,1.908,41.543,A,0.027,1.676,Ordnr,Nitrogen,3.108,2757.56,A,0.636,39.36,Ordnr,Carbon
a_n_105_123_ts,unknown,1.97,1.913,28.173,A,0.018,0.938,Ordnr,Nitrogen,3.075,3470.346,A,0.807,40.946,Ordnr,Carbon
a_n_105_121_ts,unknown,2.254,1.912,42.349,A,0.028,1.225,Ordnr,Nitrogen,3.059,3806.971,A,0.888,39.389,Ordnr,Carbon
a_n_70_120_ts,unknown,2.688,1.908,29.46,A,0.019,0.718,Ordnr,Nitrogen,3.025,4610.536,A,1.084,40.324,Ordnr,Carbon
a_n_0_110_ts,unknown,2.182,1.908,17.045,A,0.011,0.517,Ordnr,Nitrogen,3.057,3852.483,A,0.899,41.194,Ordnr,Carbon
a_y_210_93_ts,unknown,1.974,1.901,47.07,A,0.031,1.553,Ordnr,Nitrogen,3.072,3375.334,A,0.784,39.707,Ordnr,Carbon
a_y_0_75_ts,unknown,3.853,1.912,88.397,A,0.057,1.485,Ordnr,Nitrogen,2.979,6501.038,A,1.558,40.446,Ordnr,Carbon
a_y_70_83_ts,unknown,2.97,1.915,74.647,A,0.048,1.629,Ordnr,Nitrogen,3.031,5038.431,A,1.19,40.055,Ordnr,Carbon
a_y_280_100_ts,unknown,4.2,1.923,81.883,A,0.053,1.263,Ordnr,Nitrogen,2.975,7064.639,A,1.704,40.563,Ordnr,Carbon
a_n_0_111_ts,unknown,1.344,1.901,12.194,A,0.008,0.607,Ordnr,Nitrogen,3.128,2380.952,A,0.547,40.735,Ordnr,Carbon
a_n_0_112_ts,unknown,1.958,1.911,48.564,A,0.032,1.615,Ordnr,Nitrogen,3.089,3418.309,A,0.794,40.558,Ordnr,Carbon
QC,quality_control,0.49,1.891,78.573,A,0.051,10.389,Ordnr,Nitrogen,3.152,1557.41,A,0.355,72.466,Ordnr,Carbon
a_y_350_103_ts,unknown,1.13,1.901,36.842,A,0.024,2.13,Ordnr,Nitrogen,3.139,1960.106,A,0.449,39.716,Ordnr,Carbon
a_y_630_105_ts,unknown,2.758,1.905,104.832,A,0.068,2.456,Ordnr,Nitrogen,3.031,4563.548,A,1.072,38.881,Ordnr,Carbon
a_n_350_137_ts,unknown,2.287,1.903,56.605,A,0.037,1.609,Ordnr,Nitrogen,3.052,3933.927,A,0.919,40.166,Ordnr,Carbon
a_y_0_74_ts,unknown,2.461,1.9,60.973,A,0.04,1.609,Ordnr,Nitrogen,3.035,4237.85,A,0.993,40.332,Ordnr,Carbon
a_n_35_116_ts,unknown,2.352,1.903,36.504,A,0.024,1.014,Ordnr,Nitrogen,3.052,3935.747,A,0.919,39.075,Ordnr,Carbon
a_y_280_98_ts,unknown,2.734,1.897,72.168,A,0.047,1.712,Ordnr,Nitrogen,3.02,4625.406,A,1.088,39.779,Ordnr,Carbon
a_y_350_102_ts,unknown,4.125,1.913,122.097,A,0.079,1.909,Ordnr,Nitrogen,2.965,6781.476,A,1.63,39.526,Ordnr,Carbon
a_n_630_141_ts,unknown,2.738,1.901,113.661,A,0.073,2.68,Ordnr,Nitrogen,3.035,4509.662,A,1.059,38.682,Ordnr,Carbon
a_y_210_96_ts,unknown,2.202,1.901,52.595,A,0.034,1.554,Ordnr,Nitrogen,3.065,3895.494,A,0.909,41.293,Ordnr,Carbon
a_n_70_119_ts,unknown,1.823,1.916,24.995,A,0.016,0.901,Ordnr,Nitrogen,3.1,3181.116,A,0.737,40.444,Ordnr,Carbon
a_n_70_117_ts,unknown,2.219,1.916,34.483,A,0.023,1.016,Ordnr,Nitrogen,3.075,3820.804,A,0.891,40.161,Ordnr,Carbon
QC,quality_control,1.286,1.891,210.139,A,0.135,10.474,Ordnr,Nitrogen,3.049,3934.466,A,0.919,71.441,Ordnr,Carbon
a_y_35_80_ts,unknown,2.305,1.907,59.146,A,0.038,1.667,Ordnr,Nitrogen,3.055,3983.273,A,0.931,40.372,Ordnr,Carbon
a_n_280_136_ts,unknown,3.081,1.913,85.958,A,0.056,1.806,Ordnr,Nitrogen,3.011,5163.505,A,1.221,39.62,Ordnr,Carbon
a_y_70_81_ts,unknown,2.368,1.899,58.211,A,0.038,1.597,Ordnr,Nitrogen,3.047,4082.767,A,0.955,40.32,Ordnr,Carbon
a_y_70_84_ts,unknown,1.535,1.893,43.752,A,0.029,1.858,Ordnr,Nitrogen,3.096,2703.01,A,0.624,40.621,Ordnr,Carbon
a_n_280_134_ts,unknown,2.343,1.892,63.724,A,0.041,1.766,Ordnr,Nitrogen,3.039,4122.449,A,0.964,41.162,Ordnr,Carbon
a_y_140_92_ts,unknown,3.774,1.897,115.788,A,0.075,1.98,Ordnr,Nitrogen,2.992,5651.108,A,1.343,35.577,Ordnr,Carbon
a_y_210_94_ts,unknown,2.137,1.893,67.159,A,0.044,2.039,Ordnr,Nitrogen,3.057,3575.295,A,0.832,38.928,Ordnr,Carbon
a_y_210_95_tr,unknown,1.804,1.891,49.582,A,0.032,1.789,Ordnr,Nitrogen,3.069,3449.647,A,0.802,44.438,Ordnr,Carbon
a_n_210_130_tr,unknown,1.713,1.909,32.119,A,0.021,1.227,Ordnr,Nitrogen,3.097,3062.695,A,0.709,41.391,Ordnr,Carbon
a_y_630_108_tr,unknown,2.454,1.911,88.713,A,0.057,2.339,Ordnr,Nitrogen,3.057,4449.698,A,1.044,42.559,Ordnr,Carbon
a_n_630_143_tr,unknown,1.923,1.905,77.804,A,0.05,2.622,Ordnr,Nitrogen,3.096,3379.267,A,0.785,40.809,Ordnr,Carbon
QC,quality_control,0.434,1.88,69.687,A,0.045,10.415,Ordnr,Nitrogen,3.149,1393.683,A,0.317,73.082,Ordnr,Carbon
a_y_0_76_tr,unknown,1.32,1.908,25.191,A,0.017,1.254,Ordnr,Nitrogen,3.123,2384.481,A,0.548,41.539,Ordnr,Carbon
a_y_210_94_tr,unknown,2.878,1.908,92.484,A,0.06,2.079,Ordnr,Nitrogen,3.02,5012.944,A,1.183,41.115,Ordnr,Carbon
a_n_140_126_tr,unknown,1.903,1.893,45.328,A,0.03,1.552,Ordnr,Nitrogen,3.069,3408.445,A,0.792,41.606,Ordnr,Carbon
a_y_280_100_tr,unknown,4.059,1.905,101.428,A,0.066,1.615,Ordnr,Nitrogen,2.944,7498.841,A,1.817,44.762,Ordnr,Carbon
a_n_0_111_tr,unknown,2.223,1.9,25.639,A,0.017,0.758,Ordnr,Nitrogen,3.056,3647.576,A,0.849,38.206,Ordnr,Carbon
a_n_630_142_tr,unknown,3.324,1.891,117.098,A,0.076,2.273,Ordnr,Nitrogen,2.98,5774.538,A,1.374,41.328,Ordnr,Carbon
a_n_630_144_tr,unknown,1.838,1.884,62.618,A,0.041,2.212,Ordnr,Nitrogen,3.061,3524.718,A,0.82,44.598,Ordnr,Carbon
a_n_210_132_tr,unknown,3.194,1.911,57.337,A,0.037,1.167,Ordnr,Nitrogen,3.005,5463.096,A,1.295,40.56,Ordnr,Carbon
a_n_280_136_tr,unknown,1.908,1.895,43.765,A,0.029,1.495,Ordnr,Nitrogen,3.076,3475.215,A,0.808,42.338,Ordnr,Carbon
a_n_70_118_tr,unknown,1.537,1.899,27.64,A,0.018,1.18,Ordnr,Nitrogen,3.107,2734.554,A,0.631,41.054,Ordnr,Carbon
a_y_70_81_tr,unknown,2.901,1.912,70.832,A,0.046,1.583,Ordnr,Nitrogen,3.031,5165.928,A,1.221,42.1,Ordnr,Carbon
QC,quality_control,1.305,1.888,211.91,A,0.136,10.407,Ordnr,Nitrogen,3.048,3964.723,A,0.926,70.963,Ordnr,Carbon
a_y_350_102_tr,unknown,2.546,1.912,67.176,A,0.044,1.712,Ordnr,Nitrogen,3.047,4541.475,A,1.067,41.906,Ordnr,Carbon
a_y_630_106_tr,unknown,3.039,1.905,111.102,A,0.072,2.361,Ordnr,Nitrogen,3.012,5362.454,A,1.27,41.801,Ordnr,Carbon
a_n_70_119_tr,unknown,2.297,1.901,34.178,A,0.022,0.973,Ordnr,Nitrogen,3.048,4008.527,A,0.937,40.78,Ordnr,Carbon
a_n_210_131_tr,unknown,2.273,1.895,58.629,A,0.038,1.676,Ordnr,Nitrogen,3.031,4270.48,A,1.001,44.018,Ordnr,Carbon
a_y_70_84_tr,unknown,1.748,1.895,42.04,A,0.027,1.569,Ordnr,Nitrogen,3.077,3126.439,A,0.724,41.432,Ordnr,Carbon
a_n_105_123_tr,unknown,2.184,1.9,31.299,A,0.02,0.938,Ordnr,Nitrogen,3.047,3882.622,A,0.906,41.491,Ordnr,Carbon
a_n_105_124_tr,unknown,1.695,1.887,23.159,A,0.015,0.899,Ordnr,Nitrogen,3.085,2751.291,A,0.635,37.461,Ordnr,Carbon
a_n_210_129_tr,unknown,2.578,1.893,49.886,A,0.032,1.26,Ordnr,Nitrogen,3.023,4663.96,A,1.097,42.554,Ordnr,Carbon
a_n_70_120_tr,unknown,1.807,1.9,25.613,A,0.017,0.931,Ordnr,Nitrogen,3.087,3024.945,A,0.7,38.739,Ordnr,Carbon
a_y_35_77_tr,unknown,2.811,1.904,52.418,A,0.034,1.213,Ordnr,Nitrogen,3.025,5076.409,A,1.199,42.656,Ordnr,Carbon
a_n_35_114_tr,unknown,1.664,1.912,20.156,A,0.013,0.799,Ordnr,Nitrogen,3.109,2892.843,A,0.669,40.179,Ordnr,Carbon
QC,quality_control,0.833,1.889,134.15,A,0.086,10.378,Ordnr,Nitrogen,3.105,2598.307,A,0.599,71.879,Ordnr,Carbon
a_n_140_127_tr,unknown,1.935,1.911,27.553,A,0.018,0.934,Ordnr,Nitrogen,3.089,3301.783,A,0.766,39.596,Ordnr,Carbon
a_y_70_82_tr,unknown,2.968,1.92,60.716,A,0.039,1.329,Ordnr,Nitrogen,3.021,5231.695,A,1.238,41.701,Ordnr,Carbon
a_y_350_101_tr,unknown,2.261,1.905,72.013,A,0.047,2.065,Ordnr,Nitrogen,3.047,4331.843,A,1.016,44.915,Ordnr,Carbon
a_y_350_104_tr,unknown,2.293,1.911,54.436,A,0.035,1.544,Ordnr,Nitrogen,3.052,4153.414,A,0.972,42.389,Ordnr,Carbon
a_y_105_85_tr,unknown,1.382,1.896,27.272,A,0.018,1.295,Ordnr,Nitrogen,3.097,2663.447,A,0.614,44.44,Ordnr,Carbon
a_n_35_115_tr,unknown,2.453,1.909,36.85,A,0.024,0.981,Ordnr,Nitrogen,3.063,3695.532,A,0.861,35.096,Ordnr,Carbon
a_n_350_140_tr,unknown,2.708,1.905,78.474,A,0.051,1.877,Ordnr,Nitrogen,3.032,4804.539,A,1.132,41.792,Ordnr,Carbon
a_n_70_117_tr,unknown,2.122,1.9,39.271,A,0.026,1.208,Ordnr,Nitrogen,3.056,3885.713,A,0.907,42.738,Ordnr,Carbon