[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1648409730,14402.4,20220327 14:35:29,14:35:29,none,1648409730,-2.66E-08,-2.66E-05,0.001133333,430.098,2220.79163,197.5595734,38.26112106,-9.81E-07,0.578,-9.81E-07,-6.13E-07,0,29.35102727,25.6408,3.303200659,23.05050287,0.946035303,4.104185095,2.357165356,0.001174494,115.6140468,43.38365882,158.9988801,4,100,1,0,0,1648409730,430.098,433.27,10.6345,10.709,425.898,11.4325,0.212209,88.9427,0.0163769,29.351,25.6408,999.9,0,0,0,0,312.878,-3.17188,434.721,437.96,-0.0745859,433.27,10.709,0.945858,0.952492,6.10803,6.20924,0,0,0,0,-35.3,0,94428.2,112.6,35.937,41.062,38.5,40,37.125,0,0,0,1648409929,0,-19.73846154,-3.863248045,-198.2974352,94323.5,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-3.20422025,0.186137448,0.033394927,0,-0.075641035,-0.000122299,0.001317239,1,1,2,2-Jan,1.01149,2.56605,0.0902615,0.0913913,0.0586046,0.0558637,26839.9,22218.2,26509.5,23880.2,42696.2,37214.1,48021.8,42582.7,0.211225,0.21775,-0.0661612,0,26.7242,999.9,23.996,32.66,13.3721,0,0,0,0.120305,0,20.2791,5.23436,11.989,4.95745,3.304,25.3,1685,9999,3096,1.8683,1.86401,1.87164,1.86248,1.86188,1.86829,1.85842,1.86492,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227388.8,227388.7,0.159912,4.99756,0.3125,0,0.268555,4.99756,35.6845,14.1846,18,-0.343317,-0.7765,28.6245,29.1811,30.0001,29.2585,29.1566,0,-30,-30,-999.9,400,0,110.977,99.1581
18,1648410630,15302.5,20220327 14:50:29,14:50:29,none,1648410630,-3.57E-08,-3.57E-05,0.001814988,424.239,2657.440513,236.3381356,37.72948212,-1.26E-06,0.578,-1.26E-06,-7.88E-07,0,29.37123659,26.1435,3.403016976,22.98005795,0.944244236,4.108972389,2.45877274,0.001575869,100.5787987,37.83999469,138.4203692,4,100,1,0,0,1648410630,424.239,428.164,10.6173,10.6944,420.039,11.4153,0.275133,88.9181,0.0163971,29.3712,26.1435,999.9,0,0,0,0,311.457,-3.92499,428.792,432.792,-0.0771332,428.164,10.6944,0.944067,0.950926,6.0806,6.1854,0,0,0,0,-37.1,0,93918.5,110.3,35.937,41.062,38.5,40.062,37.125,0,0,0,1648410830,0,1.94,-381.4615378,-751.7538431,94069.52,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-3.86767,-0.051330281,0.033762706,1,-0.077367975,-0.00370223,0.001269992,1,2,2,2-Feb,1.01193,2.56607,0.0892928,0.0905528,0.0585199,0.0557895,26859.1,22241.2,26500.3,23883,42685.6,37221.6,48005.7,42587.9,0.207275,0.217475,-0.0367686,0,26.7453,999.9,23.947,32.7,13.3789,0,0,0,0.12048,0,20.279,5.23331,11.9888,4.95705,3.304,25.5,1685,9999,3096,1.86829,1.864,1.87164,1.86248,1.86188,1.86829,1.85842,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227403.8,227403.7,0.158691,4.99756,0.3125,0,0.268555,4.99756,35.7078,14.1058,18,-0.772952,-0.802187,28.644,29.1911,30.0002,29.266,29.1647,0,-30,-30,-999.9,400,0,110.939,99.1701
19,1648411530,16202.5,20220327 15:05:29,15:05:29,none,1648411530,-2.05E-08,-2.05E-05,0.000918842,419.216,2227.682468,198.0334986,37.26689614,-7.89E-07,0.578,-7.89E-07,-4.93E-07,0,29.30312099,25.0775,3.194398919,22.92152195,0.938144079,4.092852478,2.25625484,0.000904043,131.6744963,49.26023875,180.9356391,4,100,1,0,0,1648411530,419.216,423.569,10.5532,10.6502,415.016,11.3512,0.125465,88.8802,0.0164455,29.3031,25.0775,999.9,0,0,0,0,314.265,-4.35297,423.688,428.129,-0.0969925,423.569,10.6502,0.937969,0.94659,5.98685,6.11922,0,0,0,0,23.7,0,94799.7,111.3,35.875,41,38.437,39.937,37.062,0,0,0,1648411730,0,-12.328,162.9307687,491.015381,94758.188,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-4.37925825,-0.11058,0.047856682,0,-0.096887755,-0.0021192,0.00126872,1,1,2,2-Jan,1.01088,2.56612,0.0884517,0.0897895,0.0582487,0.0555963,26877.5,22261.7,26493.8,23884.8,42686.9,37233.2,47993.1,42592.4,0.2134,0.21895,-0.0971928,0,26.6698,999.9,23.923,32.76,13.4152,0,0,0,0.117828,0,20.2793,5.23301,11.9897,4.9569,3.304,25.8,1684.9,9999,3096,1.86829,1.86401,1.87164,1.86248,1.86188,1.86829,1.85844,1.86489,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227418.8,227418.7,0.158691,4.99756,0.3125,0,0.268555,4.99756,35.7544,14.0182,18,-0.105612,-0.664217,28.6093,29.1486,30,29.2236,29.1241,0,-30,-30,-999.9,400,0,110.911,99.1796
20,1648412430,17102.9,20220327 15:20:30,15:20:30,none,1648412430,-1.74E-08,-1.74E-05,0.000859103,415.363,2496.330747,221.8239652,36.90915867,-6.41E-07,0.578,-6.41E-07,-4.01E-07,0,29.30851786,25.618,3.298734766,22.91231199,0.938059539,4.094128693,2.360675226,0.000769333,115.0001724,43.13922335,158.1401651,4,100,1,0,0,1648412430,415.363,419.548,10.5566,10.6414,411.163,11.3546,0.12213,88.8434,0.016606,29.3085,25.618,999.9,0,0,0,0,311.391,-4.185,419.795,424.061,-0.0847921,419.548,10.6414,0.937884,0.945417,5.98554,6.10128,0,0,0,0,17.8,0,94047.5,111.4,35.875,41,38.437,39.937,37.062,0,0,0,1648412630,0,5.912,287.4615373,-303.3307695,94023.124,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-4.266734878,0.152072822,0.04100524,0,-0.086586927,0.006807393,0.001177278,1,1,2,2-Jan,1.01085,2.56628,0.0877909,0.0891089,0.0582395,0.0555396,26887.9,22279.9,26484.9,23886.4,42673.3,37238.1,47977.3,42595.5,0.213275,0.21875,-0.0657625,0,26.6949,999.9,23.868,32.801,13.4218,0,0,0,0.118064,0,20.2796,5.23436,11.987,4.9571,3.304,26,1684.9,9999,3096,1.86829,1.86401,1.87164,1.86248,1.86188,1.8683,1.85838,1.86491,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227433.8,227433.7,0.158691,4.99756,0.3125,0,0.267334,4.99756,35.8477,13.9044,18,-0.119041,-0.682911,28.5855,29.146,30.0001,29.2211,29.1216,0,-30,-30,-999.9,400,0,110.874,99.1865
21,1648413330,18003,20220327 15:35:30,15:35:30,none,1648413330,-2.79E-08,-2.79E-05,0.001301008,412.219,2482.033022,220.4572937,36.61380986,-9.74E-07,0.578,-9.74E-07,-6.09E-07,0,29.31612861,26.2257,3.419586746,22.83871165,0.9354566,4.095925436,2.484130146,0.001232067,96.30037469,36.23516596,132.5367727,4,100,1,0,0,1648413330,412.219,416.114,10.5319,10.6154,408.019,11.3299,0.198638,88.8051,0.0161573,29.3161,26.2257,999.9,0,0,0,0,310.701,-3.89447,416.607,420.579,-0.083436,416.114,10.6154,0.935288,0.942698,5.94547,6.0596,0,0,0,0,25.8,0,93690.9,112.1,35.875,41,38.437,39.937,37.062,0,0,0,1648413531,0,19.6,117.5316234,-102.4683758,93726.36154,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-3.872180976,0.013892613,0.034456646,1,-0.083818202,-0.00957688,0.001286973,1,2,2,2-Feb,1.01139,2.56583,0.0872501,0.088527,0.0581235,0.0554186,26897.9,22297.6,26478.8,23890,42668,37248.8,47965.4,42602.2,0.21085,0.218225,-0.0292435,0,26.7043,999.9,23.843,32.841,13.444,0,0,0,0.115061,0,20.2797,5.23376,11.9884,4.95565,3.304,26.3,1684.9,9999,3096,1.86829,1.86401,1.87164,1.86245,1.86188,1.86829,1.85844,1.86483,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227448.8,227448.7,0.158691,4.99756,0.3125,0,0.268555,4.99756,35.8711,13.7643,18,-0.383579,-0.73207,28.5649,29.106,30.0002,29.1812,29.0818,0,-30,-30,-999.9,400,0,110.847,99.2018
22,1648414230,18903,20220327 15:50:30,15:50:30,none,1648414230,-2.83E-08,-2.83E-05,0.001361886,409.614,2445.149879,217.0808104,36.36559863,-1.04E-06,0.578,-1.04E-06,-6.49E-07,0,29.31552901,25.622,3.299517874,22.84519335,0.935689674,4.095783563,2.3638282,0.001249435,115.0936558,43.17666469,158.2715699,4,100,1,0,0,1648414230,409.614,413.188,10.5394,10.6136,405.414,11.3374,0.226684,88.7638,0.0163653,29.3155,25.622,999.9,0,0,0,0,311.964,-3.57364,413.977,417.62,-0.0742512,413.188,10.6136,0.935514,0.942105,5.94896,6.05049,0,0,0,0,14.9,0,94057,110,35.937,41.062,38.5,40,37.125,0,0,0,1648414431,0,-14.78461538,-175.1452992,-317.1760672,94092.49231,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-3.551580732,-0.097162369,0.033383977,1,-0.074483056,-0.00276951,0.00069895,1,2,2,2-Feb,1.01159,2.56604,0.0867813,0.0880109,0.0581245,0.0553845,26902.2,22311.2,26469.6,23891.1,42653.9,37252.2,47949.6,42604.6,0.209925,0.218025,-0.0685677,0,26.7448,999.9,23.819,32.881,13.4669,0,0,0,0.11548,0,20.2791,5.23361,11.9905,4.9571,3.304,26.5,1684.9,9999,3096,1.86829,1.86401,1.87162,1.86249,1.86188,1.86829,1.85838,1.86488,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227463.8,227463.7,0.158691,4.99756,0.313721,0,0.268555,4.99756,35.8711,13.6154,18,-0.4849,-0.750787,28.5951,29.121,30.0001,29.1962,29.0967,0,-30,-30,-999.9,400,0,110.81,99.2071
23,1648415131,19803.4,20220327 16:05:30,16:05:30,none,1648415131,-2.50E-08,-2.50E-05,0.001073057,407.598,2209.158287,196.1109185,36.18320092,-9.24E-07,0.578,-9.24E-07,-5.77E-07,0,29.36622562,25.5469,3.284842081,22.82080423,0.937430021,4.107786963,2.34741206,0.001103674,119.0137267,44.64193349,163.6567639,4,100,1,0,0,1648415131,407.598,410.8,10.56,10.6346,403.397,11.358,0.199161,88.7555,0.0162823,29.3662,25.5469,999.9,0,0,0,0,308.757,-3.20294,411.948,415.216,-0.0745916,410.8,10.6346,0.937257,0.943877,5.97586,6.07768,0,0,0,0,43.6,0,93324.8,108.6,36,41.125,38.562,40.062,37.187,0,0,0,1648415331,0,4.053846154,388.5196573,594.9470129,93263.95385,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-3.24207975,0.223139775,0.031329723,0,-0.075223898,0.002927785,0.000478919,1,1,2,2-Jan,1.01139,2.56595,0.0864325,0.0876061,0.0581936,0.0554564,26901.2,22319.4,26458.7,23889.5,42633.8,37247.7,47930.7,42602.7,0.212125,0.21835,-0.0744835,0,26.7666,999.9,23.794,32.921,13.4834,0,0,0,0.119055,0,20.2789,5.23496,11.987,4.95705,3.304,26.8,1684.9,9999,3096,1.86829,1.86401,1.8716,1.86247,1.86188,1.86829,1.85837,1.86483,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.201,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227478.8,227478.7,0.158691,4.99756,0.3125,0,0.268555,4.99756,35.9178,13.5104,18,-0.244737,-0.720378,28.6458,29.1685,30,29.2433,29.1416,0,-30,-30,-999.9,400,0,110.766,99.2018
24,1648416928,21600.5,20220327 16:35:27,16:35:27,none,1648416928,-2.08E-08,-2.08E-05,0.000551971,405.556,1522.001514,135.1030958,35.99987951,-7.62E-07,0.578,-7.62E-07,-4.76E-07,0,29.35692133,25.6313,3.301339229,22.73727221,0.933497551,4.105582861,2.367841678,0.000918618,116.0939283,43.56296321,159.6578101,4,100,1,0,0,1648416928,405.556,407.75,10.5163,10.5995,401.356,11.3143,0.148639,88.7501,0.0166289,29.3569,25.6313,999.9,0,0,0,0,318.057,-2.19327,409.867,412.118,-0.083169,407.75,10.5995,0.933323,0.940704,5.91506,6.02896,0,0,0,0,-60.6,0,95684.4,115.8,36,41.125,38.562,40.062,37.187,0,0,0,1648417128,0,-7.153846154,-230.8854695,-171.8529929,95705.04231,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-2.220566585,0.110386829,0.034808668,0,-0.083292915,-0.000589104,0.000511681,1,1,2,2-Jan,1.01104,2.5663,0.0860941,0.0871071,0.0580195,0.0553154,26894.8,22333.6,26442.5,23891.6,42615.2,37257.6,47900.8,42607.7,0.21135,0.218625,-0.0694022,0,26.7677,999.9,23.746,32.972,13.4945,0,0,0,0.117904,0,20.279,5.23496,11.9867,4.95575,3.304,27.3,1684.9,9999,3096,1.86829,1.86401,1.87163,1.86246,1.86188,1.86829,1.8584,1.86481,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227508.8,227508.7,0.158691,4.99756,0.313721,0,0.269775,4.99756,36.0347,13.1601,18,-0.32845,-0.694667,28.6456,29.1577,29.9999,29.2311,29.1296,0,-30,-30,-999.9,400,0,110.697,99.2124
25,1648417828,22500.5,20220327 16:50:27,16:50:27,none,1648417828,-3.12E-08,-3.12E-05,0.000644783,405.019,1280.774402,113.6503803,35.93963411,-1.13E-06,0.578,-1.13E-06,-7.06E-07,0,29.38393196,25.7456,3.323796103,22.63933416,0.93092596,4.111984715,2.392870143,0.001376744,113.3735611,42.57211268,155.9470505,4,100,1,0,0,1648417828,405.019,406.697,10.491,10.573,400.819,11.289,0.226033,88.7195,0.0161744,29.3839,25.7456,999.9,0,0,0,0,316.935,-1.67807,409.313,411.043,-0.0819902,406.697,10.573,0.930753,0.938028,5.87523,5.98775,0,0,0,0,54.8,0,95764.7,113.3,36,41.062,38.5,40.062,37.187,0,0,0,1648418028,0,-5.303846154,252.1059825,-0.177778921,95607.39231,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-1.69866175,-0.176896773,0.046226589,0,-0.083126448,0.004676424,0.000832088,1,1,2,2-Jan,1.01158,2.56585,0.085978,0.0869077,0.0579007,0.0551923,26890.6,22339.6,26435,23892.7,42608.7,37264.5,47887.5,42610,0.209775,0.21825,-0.0643432,0,26.799,999.9,23.691,33.022,13.508,0,0,0,0.11846,0,20.2786,5.23286,11.9887,4.95675,3.304,27.5,1684.9,9999,3096,1.86829,1.864,1.8716,1.86244,1.86188,1.86829,1.85839,1.86484,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227523.8,227523.7,0.158691,4.99756,0.313721,0,0.269775,4.99756,36.152,12.7661,18,-0.499759,-0.729724,28.6324,29.1512,30.0001,29.2261,29.1241,0,-30,-30,-999.9,400,0,110.666,99.2175
26,1648418728,23400.9,20220327 17:05:28,17:05:28,none,1648418728,-2.77E-08,-2.77E-05,0.000430186,404.481,1053.588509,93.48044126,35.88788417,-1.01E-06,0.578,-1.01E-06,-6.32E-07,0,29.3322284,25.6589,3.306749712,22.68388785,0.929979054,4.099733963,2.376770657,0.001222996,114.4642009,42.95200176,157.4174256,4,100,1,0,0,1648418728,404.481,405.736,10.4815,10.5637,400.281,11.2795,0.200304,88.7098,0.0159601,29.3322,25.6589,999.9,0,0,0,0,317.331,-1.25473,408.765,410.067,-0.0821905,405.736,10.5637,0.929809,0.9371,5.86056,5.97345,0,0,0,0,7.5,0,95853.2,112.9,35.937,41.062,38.5,40,37.125,0,0,0,1648418928,0,2.823076923,215.4119658,-373.77778,95780.60769,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-1.235224,-0.206829118,0.052888496,0,-0.08213663,-0.003591361,0.000709194,1,1,2,2-Jan,1.0114,2.56563,0.0858844,0.0867453,0.0578599,0.0551519,26887.1,22345.8,26428.8,23895.1,42600.1,37269.8,47875.7,42614.3,0.210375,0.2183,-0.0660419,0,26.7403,999.9,23.666,33.093,13.5491,0,0,0,0.116446,0,20.2787,5.23376,11.9897,4.95685,3.304,27.8,1684.9,9999,3096,1.86829,1.86398,1.8716,1.86236,1.86188,1.86829,1.85838,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227538.8,227538.7,0.158691,4.99756,0.313721,0,0.268555,4.99756,36.2459,12.1795,18,-0.435197,-0.725057,28.621,29.1379,30,29.2112,29.1117,0,-30,-30,-999.9,400,0,110.639,99.2274
27,1648419628,24300.9,20220327 17:20:28,17:20:28,none,1648419628,-4.51E-08,-4.51E-05,0.000445914,404.247,813.3131058,72.1622104,35.86731464,-1.64E-06,0.578,-1.64E-06,-1.02E-06,0,29.1095462,25.7004,3.314899619,22.94858155,0.928803982,4.047326322,2.386095638,0.001988695,106.2314287,39.82645289,146.0598703,4,100,1,0,0,1648419628,404.247,405.008,10.4682,10.5476,400.047,11.2662,0.337202,88.7103,0.0159358,29.1095,25.7004,999.9,0,0,0,0,76.2293,-0.76062,408.524,409.325,-0.0794592,405.008,10.5476,0.928636,0.935685,5.84233,5.9516,0,0,0,0,-2.4,0,21997.8,23.4,35.812,40.75,38.312,39.812,37,0,0,0,1648419828,0,4.046153846,-59.96581203,-168.4752137,22059.49615,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-0.792067,-0.08115555,0.046641052,1,-0.07962486,-0.001123983,0.000977485,1,2,2,2-Feb,1.01236,2.56561,0.085861,0.0866416,0.0578177,0.0550979,26884.6,22352.4,26425.3,23899.1,42595.8,37278.7,47868.5,42621.8,0.206875,0.2175,-0.0305139,0,26.2003,999.9,23.691,33.093,13.5643,0,0,0,0.111085,0,20.2786,5.23481,11.9882,4.9575,3.304,28,1684.9,9999,3096,1.86828,1.86388,1.87153,1.86235,1.86186,1.8682,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227553.8,227553.7,0.158691,4.99756,0.313721,0,0.269775,4.99756,36.152,11.1901,18,-0.816488,-0.799873,28.4845,29.0545,30,29.139,29.0395,0,-30,-30,-999.9,400,0,110.624,99.2446